spdb1017	12月18日
spdb2880	最后，刘丽岩副局长进行会议总结：从进一步加强信息沟通交流、充分发挥不同机构特色优势、始终坚持依法合规经营、不断推送完善相关工作机制等四个方面
spdb2887	国开发展基金发行的五大类包括易地扶贫搬迁等三农建设、轨道交通等城市基础设施建设、中西部铁路等重大基础设施、民生改善等建设工程、增强制造业核心竞争力等转型升级项目。
spdb2888	['yes', '是']
spdb2889	22个
spdb2890	分行党建金融服务党支部志愿服务队党支部战斗堡垒党员先锋模范作用全体党员员工
spdb2897	“政府+银行+新型农业经营主体”的扶贫产业贷款，主要对象以吸纳贫困户就业、有扶贫带动效应的新型农业经营主体为主。
spdb2898	在推进银行业自身深化改革方面：一是丰富了银行业金融机构的资本补充渠道。
spdb2899	在提升金融服务实体经济质效方面：一是促进加大银行业支持小微、三农等薄弱领域的内生动力。
spdb2900	截至2016年12月末，辖内村镇银行向小微企业贷款余额156.64亿元，同比增长12.41%，占其全部贷款余额的83.73%；涉农贷款余额总计107.78亿元，占其全部贷款余额的58.20%。
spdb2907	通过设置无障碍通道、配备轮椅、盲文业务指南、助盲识币签名卡、助盲取款机、爱心坐椅，提供手语交流、快速窗口办理业务、上门服务等形式，加大了对特殊客户人性化服务力度，满足了特殊人群的服务需求，得到社会各界好评。
spdb2908	905个
spdb2909	['yes', '是']
spdb2910	广西银行业发放首笔并购贷款支持水利电力企业兼并重组。
spdb2917	尚福林
spdb2918	中国银监会自成立以来，始终致力于完善科学审慎的银行监管体系，推进我国银行业改革，引导其成功抵御了金融危机的冲击，并保持了健康稳健的发展势头，对维护国家金融安全做出了突出贡献。
spdb2919	['yes', '是']
spdb2920	跨国金融监管联席会议是二十国集团共识下的重要制度安排，对促进各国金融监管机构合作，完善跨国银行集团监管具有重要意义。
spdb2927	2013年12月17日—20日，晋中银行铁西支行与总行银行卡部在晋中师范高等专科学校联合开展了“晋中银行九州方圆卡进校园”品牌推广宣传活动。
spdb2928	为进一步提高晋中银行九州方圆卡的市场覆盖率，2013年12月17日—20日，晋中银行铁西支行与总行银行卡部在晋中师范高等专科学校联合开展了“晋中银行九州方圆卡进校园”品牌推广宣传活动。
spdb2929	['yes', '是']
spdb2930	为进一步提高晋中银行九州方圆卡的市场覆盖率，2013年12月17日—20日，晋中银行铁西支行与总行银行卡部在晋中师范高等专科学校联合开展了“晋中银行九州方圆卡进校园”品牌推广宣传活动。
spdb2937	小微企业贷款户数97868户，较上年同期增加13304户，小微企业申贷获得率93.74%，高于上年同期水平2.23个百分点。
spdb2938	发源地战略地位银监局水塔金融构想
spdb2939	2028.11亿元402.36亿元13.18个
spdb2940	20余种
spdb2947	《办法》包括总则、市场定位、公司治理、风险管理、内部控制、资本管理、激励约束、监督管理、附则等九个章节，共七十一条。
spdb2948	九个七十一条
spdb2949	['yes', '是']
spdb2950	1.5亿元5000亩3.8亿元3000平方米
spdb2957	督促银行业机构实行一把手负责制，构建了“有人管、专人管”的打非工作领导机制。
spdb2958	2017年12月8日12月22日
spdb2959	2017年12月8日12月22日
spdb2960	13家
spdb2967	会上，河南银监局进一步提出工作要求：一是抓研究。
spdb2968	会上，河南银监局进一步提出工作要求：一是抓研究。
spdb2969	会上，河南银监局进一步提出工作要求：一是抓研究。具体内容是：各机构既要关注宏观层面的政策导向，吃透国家关于房地产市场调控的有关精神；同时也要注重调研农民购房所面临的实际问题，特别是土地流转与农村制度改革等问题。
spdb2970	11月28日
spdb2977	国务院电信网络银监会公安部
spdb2978	三个
spdb2979	比例公安机关公告公告期公告被害人利害关系人异议公安机关审核
spdb2980	['yes', '是']
spdb2987	发布《关于规范银行业服务企业走出去 加强风险防控的指导意见》（以下简称《指导意见》）的背景是：近年来，在党中央国务院的正确领导下，走出去战略持续实施，“一带一路”倡议得到广泛响应，互利共赢意识深入人心，国际产能合作稳步
spdb2988	['no', '不是']
spdb2989	《指导意见》要求，银行业金融机构开展跨境并购贷款业务，应综合考虑并购方的资信状况、经营管理能力、财务稳健性、自筹资本金充足情况，并购标的的市场前景、未来盈利、国别风险、并购协同效应等因素。
spdb2990	['yes', '是']
spdb2997	2011年11月22日至23日，大陆方面银行业监督管理机构和台湾方面金融监督管理机构在北京举行磋商。
spdb2998	2011年11月22日至23日
spdb2999	2011年11月22日至23日，大陆方面银行业监督管理机构和台湾方面金融监督管理机构在北京举行磋商，这是两岸银行业监管机构在监管合作机制下举行的第二次磋商，标志着两岸银行业监管合作又向前迈出重要一步，为两岸银行业的审慎经营和银行体系的
spdb3000	今年4月
spdb3007	工行河南省分行突出行业结构调整：重点向消费、服务业、文化产业、现代物流、民生领域倾斜，加大支持住宿餐饮、商务服务、物流、城市基础服务等弱周期行业客户群，年底力争制造、批发零售业贷款占比下降10个百分点以上。
spdb3008	工行河南省分行突出产品结构调整：加大网贷通、银政通、票据直贴等重点产品的渗透率，逐步压降对非供应链贸易融资等管理能力要求偏高和操作风险相对较大的产品。
spdb3009	工行河南省分行突出客户结构调整：重点拓展单户融资规模在500万元以下（含）的小微客户，余额占比提升到22%以上。
spdb3010	122家101.76万笔
spdb3017	中国银行汕头分行
spdb3018	《商业银行押品管理指引》（以下简称《指引》）。
spdb3019	《指引》共7章48条，强调商业银行应遵循合法性、有效性、审慎性、从属性原则，完善押品管理的组织架构，加强押品分类、押品估值、抵质押率设定等重点环节的风险管理，规范押品调查评估、抵质押设立、存续期管理、押品
spdb3020	['yes', '是']
spdb3027	。
spdb3028	450亿元
spdb3029	辖内相关政邮银行落实中央关于北京城市副中心建设部署，在医疗、文化、养老等方面与通州区开展全面合作。
spdb3030	2015年12月
spdb3037	74家6家
spdb3038	。
spdb3039	深圳银监局建议：消费者树立法制意识和风险防范意识，自觉抵制不当利益的诱惑，远离非法金融业务活动，对各类虚假宣传信息保持高度警惕，不要参与有关机构的违法行为，维护自身合法权益。
spdb3040	['yes', '是']
spdb3047	['yes', '是']
spdb3048	北京银监局通过以下措施引导辖内银行业金融机构着力优化信贷结构：一是支持实体经济发展，信息传输、软件和信息技术服务业贷款增加较多；二是向民生领域倾斜，水电热燃的生产和供应等基础设施贷款和个人按揭贷款增加较多；三是支持扩大内需促进消费
spdb3049	8815.63亿元1089.25亿元多增503.22亿元5.44个
spdb3050	广东银监局建立“省局-分局-机构”三级监测架构
spdb3057	1167亿元860个
spdb3058	11月19日上午
spdb3059	中原银行兰考支行支行的设立是开封银监分局引导辖内银行业布局兰考，支持兰考县域经济发展，探索推进普惠金融和金融扶贫新路的重要举措
spdb3060	为确保兰考支行尽早顺利开业，开封分局做了以下工作：一是做好前期调研，确保基础稳固。
spdb3067	交通银行青岛分行采取以下措施助力青岛市“海上丝绸之路”经济带发展：一是重点支持港口发展建设。
spdb3068	['yes', '是']
spdb3069	77亿元
spdb3070	7.8亿元
spdb3077	广西银监局指导辖区农合机构助推“六位一体”扶贫新模式取得了以下成效：截至2017年11月末，全区农合机构通过发放贫困户贷款累计惠及贫困户48.23万户、贫困人口188万人；发放了广西99%以上的扶贫小额贷款，充分发挥了金融扶贫主力军作用。
spdb3078	广西银监局指导辖区农合机构按照党中央、国务院和自治区党委政府精准扶贫决策部署，结合自身优势，积极探索创新 “精准扶贫、产业扶贫、定点扶贫、党建扶贫、电商扶贫、普惠扶贫”六大金融扶贫新模式，全力推进金融扶贫工作。
spdb3079	48.23万户
spdb3080	['yes', '是']
spdb3087	['yes', '是']
spdb3088	['yes', '是']
spdb3089	20年
spdb3090	分行农业政策性银行国家号召履职省行信贷政策扶贫重点环节环节时间任务易地扶贫突破口金融扶贫工作
spdb3097	5天97名
spdb3098	贵州银监局系统和贵州保监局机关97名处级干部参加党的十九大精神培训班。
spdb3099	江北老外滩还获得了今年全国唯一的“中国著名商业街”称号。
spdb3100	['yes', '是']
spdb3107	1000万元500万元200万元
spdb3108	1000万元500万元200万元
spdb3109	['yes', '是']
spdb3110	对于融资需求较大
spdb3117	为推动商业银行提高衍生工具风险估值能力，强化衍生工具风险防范，中国银监会起草了《衍生工具交易对手违约风险资产计量规则（征求意见稿）》
spdb3118	['yes', '是']
spdb3119	对于中国银监会起草的《衍生工具交易对手违约风险资产计量规则（征求意见稿）》
spdb3120	10月24日下午，“银行业支持西藏经济社会发展座谈会”在北京成功召开。
spdb3127	['yes', '是']
spdb3128	金华、绍兴、嘉兴、台州银行业主动承担小微企业的抵质押评估费对待：对小微企业申请贷款提供的抵质押物评估产生的费用，由银行全额承担，目前有两种方式：一种是小微企业到银行合作的评估公司评估，费用由银行结算，且不
spdb3129	金华、绍兴、嘉兴、台州银行业通过加大与收费较低的政策性担保机构合作，减轻小微企业担保费支出。
spdb3130	金华、绍兴、嘉兴、台州银行业合理降低小微企业贷款配套保险费：一是取消小微企业贷款配套保险。二是协商降低小微企业贷款保费费率。
spdb3137	为贯彻落实国务院加大对新消费领域金融支持的指导意见，切实推进厦门市全域旅游发展，厦门银监局积极配合地方政府，指导督促辖内银行业创新金融支持和服务方式，助力旅游业发展。
spdb3138	厦门银监局为助力旅游业发展，做了以下工作：一是签订合作协议，千亿授信助力旅游业发展。二是各家商业银行推出多样创新业务和产品，积极推进旅游业、金融业深度融合。
spdb3139	['yes', '是']
spdb3140	2015年6月2015年10月末
spdb3147	23支
spdb3148	三名一组二组两名八名
spdb3149	实现以下三个不低于：实现小微企业贷款增速不低于各项贷款平均增速，小微企业贷款户数不低于上年同期户数，小微企业申贷获得率不低于上年同期水平。
spdb3150	希望小微企业强化利率风险定价机制、独立核算机制、高效审批机制、激励约束机制、专业人员培训机制和违约信息通报机制等“六项机制”建设，落实小微企业金融服务专营机构单列信贷计划、单独配置人力资源和财务资源、单独客户认定与信贷评审、单独会计核算的
spdb3157	6.5亿元177户1.78亿元
spdb3158	3个
spdb3159	2017年全面脱贫”的实施意见》，提出加建立健全工作机制、做好重点领域精准扶贫金融服务、积极创新精准扶贫金融服务以及扩大金融精准扶贫示范效应等四方面、十二条工作意见
spdb3160	《泉州银监分局关于深化推进金融精准扶贫助力实现“2017年全面脱贫”的实施意见》要求辖内银行业金融机构落实“四单”制度，强化信贷精准投放，切实满足贫困人口小额信贷需求，提升产业发展带动扶贫脱贫能力，提升农村基础金融服务水平
spdb3167	为了引导辖区城商行增强服务实体经济能力，山东银监局采取以下措施：一是下沉服务网点，优化机构布局。二是鼓励创新业务产品。三是积极拓宽服务空间。
spdb3168	34家11家31家3家
spdb3169	34家11家31家3家
spdb3170	34家11家31家3家
spdb3177	为确保金融扶贫工作有效推进，《行动方案》提出以下保障措施，包括：成立扶贫开发领导小组，编制精准扶贫规划；建立主要涉农银行业机构工作考核机制及金融扶贫联席会议制度；对具备条件、运营稳健的农商行、城商行、股份制银行在扶贫开发重点县设立支行开辟
spdb3178	《推进银行业支持扶贫开发行动方案》的指导思想是：认真贯彻中央扶贫开发工作会议精神、《中共中央国务院关于打赢脱贫攻坚战的决定》和《中国银监会关于银行业金融机构积极投入脱贫攻坚战的指导意见》，落实创新、协调、绿色、开放、共享的发展理念，按照精准扶贫、精准脱贫
spdb3179	《推进银行业支持扶贫开发行动方案》的工作目标是信贷扶贫力度持续加大，金融扶贫基础服务有效改善，金融精准扶贫体系逐步健全。
spdb3180	['yes', '是']
spdb3187	2.22亿元500余户20余万元
spdb3188	2.22亿元500余户
spdb3189	2016年，农发行青岛市分行牢固树立和贯彻创新、协调、绿色、开放、共享发展理念。
spdb3190	2016年，农发行青岛市分行以服务实体经济为导向？
spdb3197	['yes', '是']
spdb3198	邮储银行鞍山市分行为积极规范自身销售行为
spdb3199	强化理财专区建设的方式是配备独立摄像头，针对代销类业务开展双录工作，网点覆盖率达到100%；
spdb3200	['yes', '是']
spdb3207	103个12.73亿元34笔2174万元6户43万元
spdb3208	5000万元
spdb3209	3亿元
spdb3210	385亿元
spdb3217	河北省联社采取以下措施助力小微信贷：一是加强信贷管理，提高小微企业贷款质量。
spdb3218	河北省联社为进一步完善和创新小微企业服务模式，切实解决小微企业融资难、成本高等问题，研究出台具体措施，助力小微信贷。
spdb3219	河北省联社通过创新贷款模式，切实解决小微企业倒贷问题，具体如下：进一步做好小微企业金融服务，按照银监会要求办理续贷，对于流动资金周转贷款到期后仍有融资需求的小微企业，经其主动申请，通过新发放贷款结清已有贷款的形式，小微企业可继续使用贷款资金的业务
spdb3220	服务质量小微企业融资成本企业贷款限规定
spdb3227	['yes', '是']
spdb3228	25.26亿元6.64亿元
spdb3229	['yes', '是']
spdb3230	4家1970万元
spdb3237	['no', '不是']
spdb3238	695亿元
spdb3239	今年以来，浙江银行业持续加大棚改支持力度，通过创新“投贷联动”、“政府购买”、“差异银团”、“组合贷款”、“债贷结合”和“政银合作”六大模式，至6月末棚改融资余额达929亿元，比年初增长38%，1-
spdb3240	中国开行、农发行浙江省分行发挥专项建设基金+项目贷款”优势优势来推动项目实施落地？
spdb3247	本指引所称银行业金融机构是指在中华人民共和国境内设立的商业银行、农村信用合作社等吸收公众存款的金融机构及政策性银行。
spdb3248	从业人员（以下简称从业人员）是指按照《中华人民共和国劳动合同法》规定，与银行业金融机构签订劳动合同的在岗人员，银行业金融机构董（理）事会成员、监事会成员及高级管理人员，以及银行业金融机构聘用或与劳务派遣机构签订协议从事辅助性金融服务的其他人员。
spdb3249	银行业金融机构人员行为管理风险本人员行为信用风险流动性风险操作风险声誉风险风险
spdb3250	2015年，青海银监局围绕发展普惠金融、发展绿色信贷、支持县域发展、支持企业脱困发展、支持创业创新、加强银担合作等重点领域，研究印发了一批关于银行业服务实体经济发展的
spdb3257	上述机构新上线的录音、录像系统的特点是能够与核心系统实时连接，根据不同产品提供标准话术，实现较长的录像保存时间，以及快速检索和回放。
spdb3258	3513个390个1982个
spdb3259	3513个390个1982个
spdb3260	11月22日上午，由中国银监会、中国银行业协会主办的农村信用社60年发展历程暨金融服务产品博览会在北京国家会议中心隆重举行。
spdb3267	营口银行转变观念，大胆创新，结合银行实际和涉农小微企业的具体困难，不断开发适合不同行业、企业的特色信贷产品，打造了“金穗贷”、“渔户助力贷”、“农贷保”等一批为涉农小微企业量身定制的金融产品。
spdb3268	营口银行调研发现，影响涉农小微企业贷款难的问题主要集中在一些企业管理不规范、融资理念不强、资金流量大、利润空间小、存货占用资金，产品无法办理保险、生产受自然环境因素影响大等诸多因素。
spdb3269	['yes', '是']
spdb3270	建设银行上海市分行对信托类客户采取持续加大营销力度，特别是通过母子联动，与系统内信托公司开展全面合作，扩大托管规模和份额的措施
spdb3277	3亿元首例6个1544户
spdb3278	6个1544户
spdb3279	农发行泰安市分行积极支持易地扶贫搬迁项目做出以下举措：一是紧跟政策、确定扶贫重点支持项目。
spdb3280	['yes', '是']
spdb3287	今年1季度，新疆银行业运行总体平稳，呈现出规模增长放缓、盈利稳中有降的趋势。
spdb3288	今年1季度，新疆银行业信贷投放情况仍保持快速增长。
spdb3289	中小法人银行业机构风险管理能力从以下方面得到提升：一是整体流动性的稳定程度有所增强。截至 2016年3月末，辖内中小法人机构平均流动性比例48.51%，较年初下降4.92个百分点，同比上升1.39个百分点。
spdb3290	 一季度,受企业经营效益下滑影响,辖内银行业不良贷款具体情况是：余额212.7亿元，较年初新增28.49亿元，同比增长18.3%；不良贷款率1.47%，较年初上升0.15个百分点。
spdb3297	中国银行北京市分行开展演练，包括一线营业厅现场处置和突发事件行动纲领、危机管理部门的危机处置应对和指挥策略、公关宣传部门的媒体沟通和舆论引导策略。
spdb3298	此次演练的意义是贴近实战，促进了分支行工作联动，使一线单位站在更高的角度了解分行的声誉风险管理工作全流程。
spdb3299	3月31日
spdb3300	设置在中银大厦支行营业厅的这台自助办税服务终端，可以为客户提供个税完税证明、自助打印和中行涉税业务办理的“一站式”服务。
spdb3307	开展事前演练分为业务系统停止、网银区防火墙HA配置设置、LinkProof负载均衡配置、单电源设备PDU插座位置调整、生产服务器交换机集群架构调整、大二层整体生成树配置调整、业务系统启动及业务系统验证等八大
spdb3308	['yes', '是']
spdb3309	10月26日
spdb3310	“科技板”是贯彻落实省委、省政府《关于深化科技体制改革加快创新发展的实施意见》的重要举措，其作为齐鲁股权交易中心的完全独立板块，重点支持创新能力强、发展潜力大、成长前景好的科技型中小微企业挂牌融资，并通过优化挂牌程序，降低
spdb3317	1.46亿元
spdb3318	56.4亿元19.7亿元21.9个
spdb3319	2015年，中国进出口银行山东省分行支持小微企业452户，较年初增加413户，小微企业申贷获得率94.88%，较年初上升4.88个百分点，较好的完成了小微企业贷款增长率、贷款户数及申贷获得率“三个不低于”工作目标。
spdb3320	['yes', '是']
spdb3327	2011西安世界园艺博览会是如下这样严格监控，扎实保障的：一是启动周报制度做好监测。
spdb3328	两家三年2级
spdb3329	石河子分局是如下这样通过“严”明整改来促进村镇银行持续向好发展的：督促建立销号式整改台账，未按整改要求进行整改的，暂停机构网点设立和新业务准入。
spdb3330	['no', '不是']
spdb3337	首笔20亿元4亿元两家8亿元
spdb3338	近日，克拉玛依市首笔产业基金项目成功落地，其意义是：该项目创新了多元化金融服务模式，有力地支持了地方重点项目及民生工程，是克拉玛依银行业金融创新支持地方经济发展的成功典范。
spdb3339	2012年
spdb3340	自2012年集美区政府与进出口银行厦门分行签署战略合作协议以来，双方从项目合作、信用建设、信息共享等方面开展了紧密合作，共同打造全方位、多层次、宽领域的银政合作新机制，进一步推动了集美区经济、特别是外向型经济健康、快速发展，较好实现了
spdb3347	44个
spdb3348	日照银监分局推动辖区政策性银行聚力精准扶贫。
spdb3349	北京银监局市民政局
spdb3350	10家
spdb3357	39项
spdb3358	该行在“存、汇”方面，费用减免范围几乎涵盖了所有结算类项目以及其他日常业务，包括柜面转账汇款手续费、委托（托收）手续费、汇兑查询手续费、ATM跨行取款手续费（每月前15笔、每日前3笔）、网上银行和手机银行汇款
spdb3359	五年1000万元
spdb3360	为加强对网络借贷信息中介机构业务活动的监督管理，促进网络借贷行业健康发展，依据《中华人民共和国民法通则》、《中华人民共和国公司法》、《中华人民共和国合同法》等法律法规，中国银监会、工业和信息化部、公安部、国家互联网信息办公室制定了《网络借贷信息中介机构业务活动管理暂行办法》。
spdb3367	网络借贷信息中介机构不得从事或者接受委托从事下列活动： （一）为自身或变相为自身融资； （二）直接或间接接受、归集出借人的资金； （三）直接或变相向出借人提供担保或者承诺保本保息； （四
spdb3368	为规范商业银行委托贷款业务，加强风险防范，更好地服务实体经济，银监会制定了《商业银行委托贷款管理办法》
spdb3369	三十三条
spdb3370	['yes', '是']
spdb3377	破解信贷扶贫担保难题的措施如下：一是配合农村集体产权改革，创新推出村级股权质押、集体公益林补偿受益权质押基金贷款等农村集体产权抵押贷款产品，有效发挥农村贫困户手中资产的融资增信功能。
spdb3378	银行扶贫办团委部门群体名录部门贫困村贫困户
spdb3379	['yes', '是']
spdb3380	政府集体方式互助担保基金扶贫贷款担保
spdb3387	《P2P网络借贷风险专项整治工作实施方案》要求排查的目的是：准确掌握网贷机构相关数据，提高数据的权威性、准确性和及时性，摸清行业底数，建立较为完整的行业基本数据统计体系，为专项整治工作及今后的行业监管奠定坚实基础。
spdb3388	《P2P网络借贷风险专项整治工作实施方案》要求排查的方式是：采取多方数据汇总、逐一比对、网上核验、现场实地认证等方式进行。
spdb3389	专营机构监管联动会信用卡发展高层论坛局局专营机构监管合作备忘录
spdb3390	《京沪专营机构监管合作备忘录》
spdb3397	关于支持银行业金融机构加大创新力开展科创企业投贷联动试点的指导意见的基本原则是：1.统筹协调，稳步推进。加强多方协作，优化政策环境，整合各方资源，实现市场主导和政府支持相统一，股权投资和银行信贷相结合，引导银行业金融机构有序开展投贷联动试点工作，取得经验后稳步推广。 2.简政放权，因地制宜。充分发挥试点银行业金融机构的主体作用和试点地区银监局监管职能，强调结合试点地区实际情况制定试点方案，加强事中事后管理。 3.风险可控，商业可持续。银行业金融机构要探索建立合理的投贷联动业务发展模式，建立适应科创企业发展规律和金融需求的体制机制，实现风险可控、商业可持续。
spdb3398	开展科创企业投贷联动试点目标是：通过开展投贷联动试点，推动银行业金融机构基于科创企业成长周期前移金融服务，为种子期、初创期、成长期的科创企业提供资金支持，有效增加科创企业金融供给总量，优化金融供给结构，探索推动银行业金融机构业务创新发展。
spdb3399	投贷联动试点银行业金融机构应当具备
spdb3400	银监局前列银行监管
spdb3407	银行管理体系存控信用风险外防整治操作风险隔离交叉风险管理声誉风险风险底线
spdb3408	['yes', '是']
spdb3409	2015年浙江全省新能源汽车整车产量超过7万辆，整车及零部件产业规模超过150亿元，位居全国前列。
spdb3410	在推动“科技金融”发展方面五地具体实施以下举措：一是加强银政合作，对接新能源产业基金。
spdb3417	为适应科技型企业发展规律和金融需求
spdb3418	东莞银行并从企业准入、授信额度、担保方式、贷后管理等方面进行严格风险控制。
spdb3419	银行投贷联动模式投联贷产品
spdb3420	银行投贷联动模式产业基金模式创新尝试中小企业产业投资基金创投基金合作意向
spdb3427	重庆银监局讲通过引导辖内银行业支持国内企业“走出去”，缓解企业在外融资难的问题。
spdb3428	90亿元
spdb3429	['yes', '是']
spdb3430	长江联合金融租赁通过完善内部管理支持体系、优化环保业务线资源配置等方式，优先助推环保企业发展。
spdb3437	建行湖北省分行建立了“统计报告和信息发布机制、网点营业管理和安全管控机制、值班和监控预警报告机制、舆情管理和宣导机制、一线防险抢险指挥机制”等五项机制支持防汛应急指挥中心有效运转
spdb3438	汉口银行为了控制险情，针对光谷数据中心建筑周边渍水严重的情况，启动应急预案，强化供电系统、空调系统及网络系统的风险排查。
spdb3439	['yes', '是']
spdb3440	农行重庆市分行
spdb3447	2014年2015年4月1日起
spdb3448	为有效控制商业银行杠杆化程度，维护商业银行安全、稳健运行，根据《中华人民共和国银行业监督管理法》和《中华人民共和国商业银行法》,制定《商业银行杠杆率管理办法（修订）》。
spdb3449	、外商独资银行和中外合资银行。
spdb3450	4%
spdb3457	《指导意见》坚持以市场为导向发展互联网金融，遵循服务好实体经济、服从宏观调控和维护金融稳定的总体目标
spdb3458	['yes', '是']
spdb3459	互联网支付是指通过计算机、手机等设备，依托互联网发起支付指令、转移货币资金的服务。
spdb3460	网络借贷包括个体网络借贷（即P2P网络借贷）和网络小额贷款。
spdb3467	确保灾区金融服务快捷便利有效的措施：在保证人员和财产安全的前提下，及时恢复日常金融服务，满足灾区群众和企业的资金需求，确保营业不中止，服务不中断。
spdb3468	加强应急值守确保上下联络畅通的措施是：要求灾区银行业机构主要负责人坚守岗位，做好值班工作，保证政务联络畅通，要带好队伍、看好财产、做好灾区金融服务。
spdb3469	['yes', '是']
spdb3470	12月21日，银监会党委书记、主席郭树清同志主持召开党委扩大会议，传达学习中央经济工作会议精神。
spdb3477	郭树清
spdb3478	会议认为，实施乡村振兴战略，必须深入学习贯彻习近平新时代中国特色社会主义思想中关于“三农”工作的新理念新思想新战略。
spdb3479	服务好精准脱贫攻坚战的措施是：一是强化政策引导。有针对性地持续健全扶贫小额信贷相关政策框架，指导银行业机构安排专项资金，单独考核责任，以深度贫困地区和特殊贫困人口为重点，持续加大扶贫小额信贷投放力度。二是创新服务方式。引导银行业机构在风险可控前提
spdb3480	健全适合农业农村特点的农村金融体系的措施是：一是推动各类涉农银行业机构回归本源，将服务农村实体经济作为出发点和落脚点，提供差异化、特色化涉农金融产品和服务，不断健全符合中国农村特点的农村金融体系。二是完善村镇银行准入条件，继续发展村镇银行等小微金融机构
spdb3487	46.5亿元15237.3万元
spdb3488	下一步，上海银监局将继续推进辖内机构深化“六专机制”（即专营的组织架构体系、专业的经营管理团队、专用的风险管理制度和技术手段、专门的管理信息系统、专项的激励考核机制、专属的客户信贷“新三查”标准）建设
spdb3489	兴业银行上海分行“四项机制”支持专精特新中小企业，具体举措如下：一是建立全员营销机制
spdb3490	四是实施续贷机制
spdb3497	['yes', '是']
spdb3498	2013年11月初一个月
spdb3499	广西银监局采取以下措施推动化解钢铁煤炭过剩产能：一是强化政策引导。下发支持供给侧结构性改革工作意见，明确“对包括钢铁、有色、建材、船舶、煤炭等各行业中产品有竞争力、有市场、有效益的优质企业继续给予信贷支持；对产能
spdb3500	广西银监局对产能严重过剩行业未取得合法手续的新增产能建设项目，一律不得给予授信。
spdb3507	['yes', '是']
spdb3508	2015年
spdb3509	新加坡大华银行与中国国际贸易促进委员会签订合作备忘录，以促进中国和东南亚地区的双边贸易与投资。
spdb3510	中资企业“走出去”的过程中出现融资需求时，往往因为在当地没有足够的经营信息或履约历史等信用不足的问题，导致境外融资困难。
